text,v2_Custom-trained_Spacy_Person,v2_Custom-trained_Spacy_Location,Pre-trained_Spacy_Person,Pre-trained_Spacy_Location
"krämereien auf Westgalizien rechnen, wenn es ernst arbeiten will, es",[],"['krämereien', 'Westgalizien']",[],['krämereien']
"kann darauf rechnen, dass in Ostgalizien und in der Bukowina eine",[],"['Ostgalizien', 'Bukowina']",[],"['Ostgalizien', 'Bukowina']"
"begeisterte Schar junger Leute sich findet, die immer zur Hand sein",[],['Schar'],['Schar'],[]
"werden, wenn man sie ruft. Wir stehen Ihnen stets zur Verfügung. Wir",[],[],[],[]
"werden für Sie arbeiten, nicht für das Comité als solches, sondern",[],[],[],[]
"deshalb, weil uns dieser Weg der richtigste scheint und weil wir auf",[],[],[],['richtigste']
diesem Wege endlich einmal etwas für das arme Judenvolk thun,[],[],['Judenvolk thun'],[]
können. (Lebhafter Beifall.),[],[],[],[]
"Ich habe daher auch namens der 42 Mandatare, respective der",[],[],[],[]
"21 Personen aus Galizien die Erklärung abzugeben, dass wir mit jenen",[],['Galizien'],[],['Galizien']
Quertreibereien in Galizien gar nichts gemein haben (stürmischer Bei¬,[],"['Quertreibereien', 'Galizien', 'Bei¬']",[],['Galizien']
"fall), dass wir uns freuen, Ihnen hier offen und ehrlich zu sagen, dass",[],[],[],[]
"uns manchmal der Zorn zum Halse hinaufschwoll, uns aber immer",[],[],[],[]
"wieder dachten, vielleicht lässt sich der Frieden herstellen und zusammen¬",[],[],[],[]
"arbeiten. Es gieng aber nicht, und wenn ich Ihnen sage, die Schuld",[],[],[],[]
"liegt nicht an uns, so können Sie mir glauben, wenn Sie das Treiben",[],[],[],[]
"jener Herren verfolgt haben. Die Schuld lag daran, dass die Leute auch",[],[],[],[]
"zu jenen gehören, die mit ihrem kurzsichtigen Blick nur über die Nase",[],[],[],[]
"hinübersehen, zu jenen, die glauben, dass, wenn sie 10 Familien hinaus¬",[],[],[],[]
"geschafft haben, sie dem Massenelend gesteuert haben. Aber sie erreichen",[],[],[],[]
"das Entgegengesetzte. Es ist ruchbar geworden, dass es den Leuten dort",[],[],[],[]
"schlecht geht, dass sie nicht das Brod haben, dass sie hungern müssen,",[],['Brod'],[],['Brod']
"und das hat uns geschadet. Die Leute sagen jetzt, Palästina eignet sich",[],['Palästina'],[],['Palästina']
56,[],[],[],[]
"nicht für uns. Sie sehen also, diese kleinen Versuche waren nichts",[],[],[],[]
weniger als gute Experimente. Sie haben uns in unserer Agitation be¬,[],['Experimente'],[],[]
"hindert, und wenn wir gegen die Leute Stellung nahmen, war es nicht,",[],[],[],[]
"weil wir ihrem wohlthätigen Sinn Steine in den Weg legen wollten,",['Steine'],['Sinn'],[],[]
"sondern weil wir sahen, dass sie uns von unserer ehrlichen, offenen",[],[],[],[]
Arbeit abhalten. (Stürmischer Beifall.) Wenn die Leute Wohlthätigkeit,[],[],[],[]
"üben wollen, mögen sie es thun. Aber Sie wissen ja, stille Wohlthätig¬",[],[],[],[]
keit ist die beste. Dann mögen sie eben nicht so viel Lärm damit,[],[],[],[]
"machen; wenn sie glauben, dass sie den Leuten etwas aufhelfen, so ist",[],[],[],[]
"es besser, dass sie im Stillen bleiben oder höchstens eine Danksagung",[],[],[],[]
"in die Zeitung geben lassen. Dass sie uns und unsere grosse, heilige",[],[],[],[]
"Idee hineinzerren, das wollen wir nicht und ich protestiere dagegen",['Idee'],[],[],[]
öffentlich. (Stürmischer Beifall.),[],[],[],[]
"Nachdem ich mich dieser meiner Pflicht entledigt habe, habe ich",[],[],[],[]
"die Ehre, namens der galizischen und bukowinensischen Zionisten an den",[],[],[],[]
"hohen Congress den Antrag zu stellen, es möge dem Actions-Comité",[],[],[],[]
der Dank und das Vertrauen ausgesprochen und das Absolutorium,[],[],[],[]
"ertheilt werden. Ich begründe das damit, dass das Actions-Comité, möge",[],[],[],[]
"auch einiges unterlassen oder da und dort Fehler begangen worden sein,",[],[],[],[]
immerhin mit einer Arbeitskraft und einem Arbeitswillen etwas geleistet,[],[],[],[]
"hat, wofür man nicht genug Dank sagen kann. (Stürmischer Beifall und",[],[],[],[]
"Händeklatschen.) Wenn Sie sehen, wie die Männer in Wien in selbst¬",[],['Wien'],[],['Wien']
"loser Weise soviel für uns thun, wie sie mit Hintansetzung ihrer persön¬",[],[],[],[]
-,[],[],[],[]
"lichen Interessen des Berufes, des gesellschaftlichen Verkehres sich für",[],[],[],[]
"uns förmlich in die Bresche gestellt haben, nichts unterlassen haben,",[],[],[],[]
"was dem Judenvolke aufhelfen könnte, so ist es eine Sünde, ein Ver-",[],[],[],['Judenvolke']
"brechen, wenn Sie überhaupt an diesem Berichte irgendwie mäkeln",[],[],[],[]
"wollen, wenn Ihnen nicht das Herz überquillt von Dankbarkeit und Sie",[],[],[],[]
nicht spontan mit wirklicher Begeisterung den Leuten das Vertrauen,[],[],[],[]
und den Dank aussprechen. (Stürmischer Beifall und Händeklatschen.),[],[],[],[]
Del. Dr. Friedemann (als Referent des Legitimations-Aus¬,"['Del', 'Dr. Friedemann']",[],"['Del.', 'Friedemann']",[]
schusses:,[],[],[],[]
Meine Damen und Herren!,[],[],[],[]
"Der Wahlprüfungs-Ausschuss hat mir die Ehre erwiesen,",[],[],[],['Wahlprüfungs-Ausschuss']
mich zum Referenten zu ernennen und ich kann Ihnen als solcher,[],[],[],[]
"die angenehme Botschaft, bringen, dass wir auch nicht bei einer",[],[],[],[]
"einzigen Wahl in der Lage gewesen sind, einen begründeten",[],[],[],[]
Protest wahrzunehmen. Wir können Ihnen daher mit gutem,[],['Protest'],[],[]
Gewissen die Legalisierung sämmtlicher Wahlen vorschlagen und,[],[],[],[]
"ich gebe namens meiner Commission der Hoffnung Ausdruck, dass",[],[],[],[]
wir im kommenden Jahre nur ebenso ehrliche und aufrichtige,[],[],[],[]
Wahlen zu prüfen haben werden. (Lebhafter Beifall.),[],[],[],[]
Del. Dr. Solis Cohen (als Obmann des Finanz-Ausschusses,"['Del', 'Dr. Solis Cohen']",[],['Del.'],[]
spricht englisch):,[],[],[],[]
Del. Gustav - Cohen Hamburg (übersetzt: Das Finanz¬,['Del'],['Hamburg'],['Del.'],[]
"Comité hat zu berichten, dass es ein Sub-Comité eingesetzt hat,",[],[],[],[]
um die Rechnung zu revidieren. Das Sub-Comité ist jetzt mit der,[],[],[],[]
"Revision beschäftigt. Um zu zeigen, dass das Comité nicht lässig",[],[],[],[]
"gewesen ist, bemerke ich, dass es gestern nachts bis 1 Uhr ge¬",[],[],[],[]
arbeitet hat und heute um 8 Uhr früh seine Arbeit wieder auf¬,[],[],[],[]
genommen hat.,[],[],[],[]
57,[],[],[],[]
Del. Motzkin gibt die russische Uebersetzung.,"['Del', 'Motzkin']",[],['Motzkin'],[]
Del. Frau Prof. Gottheil gibt die französische Uebersetzung.,"['Del', 'Frau Prof. Gottheil']",[],['Gottheil'],[]
Del. Dr. Werner: Hochgeehrte Versammlung! Ich habe mit auf¬,"['Del', 'Dr. Werner']",[],['Del.'],[]
"richtiger Freude das angehört, was Herr Dr. Menzel hier vorgebracht",['Herr Dr. Menzel'],[],['Herr Dr. Menzel'],[]
"hat und ich schliesse mich seinen Worten aus vollem Herzen an, dass",[],[],[],[]
"wir den Männern, die das Actions-Comité in Wien bilden, den",[],['Wien'],[],['Wien']
grössten Dank schulden. Es wird vielleicht nicht viele in dieser grossen,[],[],[],[]
"Versammlung geben, die gleich mir in der Lage waren, aus unmittel¬",[],[],[],[]
"barster Nähe zu sehen, was diese Männer alles geleistet haben.",[],[],[],[]
"Ich bin zu sehr ihr persönlicher Freund, als dass ich hier das,",[],[],[],[]
"was Herr Dr. Menzel gesagt hat, wiederholen sollte.",['Herr Dr. Menzel'],[],['Herr Dr. Menzel'],[]
"Das habe ich vorausgeschickt, um das, was ich vorbringen werde,",[],[],[],[]
"in dem Lichte erscheinen zu lassen, in dem es von der Versammlung",[],[],[],[]
gesehen werden möchte.,[],[],[],[]
Das Actions-Comité hat uns gestern seinen Bericht erstattet.,[],[],[],[]
"Zunächst war es unser hochverehrter Präsident, der uns in seiner",[],[],[],[]
"politischen Rede in diesem Jahre, ich möchte sagen, eine besonders",[],[],[],[]
grosse Freude bereitet hat. Ich muss aber auf diese Rede zurückkommen.,[],[],[],[]
"nicht weil ich Politik treiben will hier öffentlich im Congresse, oder",[],[],[],[]
"weil ich es für richtig hielt, eine politische Discussion anzufachen. Das",[],[],[],[]
"ist mein Zweck nicht. Ich möchte nur über einen Passus, den unser",[],[],[],[]
"Präsident gestern gebraucht hat, von demselben eine Aufklärung erhalten.",[],[],[],[]
"weil ich es vermieden wissen möchte, dass man daraus Dinge deutet.",[],[],[],[]
"die darin nicht enthalten sind. Sie wissen sehr gut, dass unsere guten",[],[],[],[]
"Freunde und unsere schlechten Feinde alles mögliche thun, um in",[],[],[],[]
"unsere Worte, namentlich in die Worte unserer Führer alles das hinein¬",[],[],[],[]
"zudeuteln, was sie haben möchten, dass wir es thun sollen und wovon",[],[],[],[]
wir absolut nichts wissen wollen.,[],[],[],[]
Dieser Passus ist der folgende:,[],[],[],[]
Welcher Art soll nun dieses Ergebnis sein? Sagen wir es mit,[],[],[],[]
"einem Worte: Ein Charter! Unsere Bemühungen sind darauf gerichtet,",[],[],[],[]
"einen Charter von der türkischen Regierung zu erlangen, einen Charter",[],[],[],['türkischen Regierung']
unter der Souveränität Sr. Majestät des Sultans. Erst wenn wir im,[],[],[],[]
"Besitze dieses Charters sind, welcher die nöthigen öffentlich-rechtlichen",['Besitze'],[],[],[]
"Sicherheiten enthalten muss, können wir eine grosse praktische Coloni¬",['Sicherheiten'],[],[],[]
sation beginnen. Für die Gewährung dieses Charters werden wir der,[],[],['sation'],[]
türkischen Regierung grosse Vortheile vermitteln“.,[],[],[],[]
"Das ist der Passus, der mir speciell in dieser Rede aufgefallen",[],[],[],[]
"ist. Ich meine nämlich, dass in diesem Passus vielleicht eine Verengerung",[],[],[],[]
"des Programmes, welches der erste Congress beschlossen und der",[],[],[],[]
"zweite ebenfalls angenommen hat, enthalten sein könnte. Wenn dies der",[],[],[],[]
"Fall ist, so möchte ich das vom Herrn Präsidenten bestätigt haben. Ich",[],[],[],[]
"habe mir die Sache so zurecht gelegt, dass das hier erwähnte Er¬",[],[],[],[]
"gebnis, das nächste ist, was wir anzustreben gedenken, dass es sich",[],[],[],[]
"zunächst um den türkischen Charter handelt, also um etwas, was",[],[],[],[]
eigentlich nur von der türkischen Regierung allein ausgeht und wovon,[],[],[],['türkischen Regierung']
"man glauben sollte, dass die übrigen Mächte nichts dreinzureden haben.",[],[],[],[]
"dass das aber nur unser nächstes Ergebnis sein kann, während unser",['Ergebnis'],[],[],[]
ganzes Programm der öffentlich-rechtlichen Sicherheiten nichtsdesto¬,[],[],[],[]
"weniger aufrecht bleibt. Sollte ich mich darin geirrt haben, so wird mir",[],['Sollte'],[],[]
unser,[],[],[],[]
Herr Präsident gewiss die nöthige Aufklärung geben.,['Herr Präsident'],[],[],[]
Von der äusseren Politik sozusagen sind wir dann zur inneren,[],[],[],[]
"Politik übergegangen, über welche der Herr Architekt Marmorek",['Marmorek'],[],[],[]
"referiert hat. Unser Präsident hat am gestrigen Tage gesagt, dass diese",[],[],[],[]
"Art, allgemeinen Schwierigkeiten durch einen internationalen, frei¬",[],[],[],[]
58,[],[],[],[]
"müthigen Gedankenaustausch der Betheiligten beizukommen, dem sitt¬",[],[],[],[]
lichen Bewusstsein der jetzigen Culturmenschheit bereits entspreche.,[],[],[],[]
"Ich glaube, dass wir auch den Schwierigkeiten, die sich innerhalb",[],[],[],[]
"einer Bewegung so oft ereignen, am besten beikommen, wenn wir uns",[],[],[],[]
"freimüthig über die Sache aussprechen. Es ist nicht nothwendig, dass",[],[],[],[]
"wir jemanden verletzen, sondern es soll bloss vorgebracht werden, was",[],[],[],[]
sich im Laufe des Jahres ereignet hat.,[],[],[],[]
"Herr Dr. Menzel hat schon einiges berührt, wovon ich wünschen",['Herr Dr. Menzel'],[],['Herr Dr. Menzel'],[]
"würde, dass es der Referent vorgebracht hätte, nachdem er über so",[],[],[],[]
"manches mit kühnem Schwunge sich hinweggesetzt hat, der in einem",[],['manches'],[],[]
oder dem anderen Theile seiner Ausführungen mir besser angebracht,[],[],[],[]
erschienen hätte. Es handelt sich um die Besprechung der inneren Pro¬,[],[],[],[]
paganda und da möchte ich als Wiener auch etwas bemerken.,[],[],[],[]
Sie haben das Actions-Comité aus Wien gewählt und den Wiener,[],['Wien'],[],['Wien']
Zionisten eine Ehre erwiesen. Sie haben uns aber auch in gewissem,[],[],[],[]
"Sinne geschadet; denn das Actions-Comité, das Sie gewählt haben,",[],[],[],[]
"stellt die besten Kräfte vor, Männer, welche in Oesterreich am meisten",[],['Oesterreich'],[],['Oesterreich']
"nothwendig sind. Jetzt wird aber das Actions-Comité, welches für die",['Jetzt'],[],[],[]
"Propaganda in der ganzen Welt zu sorgen hat, zu gleicher Zeit für die",['Propaganda'],[],[],[]
Propaganda in Wien verantwortlich gemacht. Das hat uns sehr,['Propaganda'],['Wien'],[],['Wien']
"geschadet, weil die Propaganda in Wien nicht mit jener Kraft durch¬",[],['Wien'],[],['Wien']
"geführt werden konnte, die sonst zur Verfügung gestanden wäre. Der",[],[],[],[]
"Ruf nach Decentralisation ist erst in jüngster Zeit laut geworden, und",[],[],[],['Decentralisation']
"Sie dürfen sich daher nicht wundern, wenn wir in Wien und Oester¬",[],"['Wien', 'Oester¬']",[],['Wien']
"reich nicht jene propagandistischen Erfolge zu verzeichnen haben, welche",[],['reich'],['reich'],[]
"wir erwarten durften. Ich würde daher bitten, dass das Actions-Comité in",[],[],[],[]
"Wien nichts mit der Localpropaganda zu thun habe, sondern sich mit",[],"['Wien', 'Localpropaganda']",[],['Wien']
der Weltpropaganda beschäftige. Die Localpropaganda soll der Landes¬,[],[],[],[]
"organisation oder weil Wien allein 100.000 Juden hat, der",[],['Wien'],[],['Wien']
Wiener,[],[],[],[]
Organisation überlassen werden. (Lebhafter Beifall und Hände¬,['Hände¬'],[],[],[]
klatschen.),[],['klatschen.'],[],[]
"Ich habe im Referate Marmorek auch etwas vermisst, worüber",['Marmorek'],[],['Marmorek'],[]
ich wenigstens ein paar Worte gerne gehört hätte. Es war dem Herrn,['Herrn'],[],[],[]
"Referenten wahrscheinlich bekannt, oder wäre ihm möglich gewesen,",[],[],[],[]
"sich darüber zu informieren, welche Fortschritte die zionistische",[],[],[],[]
Bewegung in den verschiedenen Classen in diesem Jahre gemacht hat.,[],[],[],[]
"Ich möchte ihn nun um eine Auskunft darüber bitten, ob er uns",[],[],[],[]
in dieser Beziehung etwas mittheilen kann.,[],[],[],[]
Die zionistische Bewegung hat unter den Studenten Fortschritte,[],[],[],[]
"gemacht, ebenso in der inneren Stadt und Leopoldstadt. Es wäre nun",[],['Leopoldstadt'],[],['inneren Stadt']
"sehr interessant, wenn uns Herr Architekt Marmorek hierüber",['Marmorek'],[],['Marmorek'],[]
"gewisse Daten angeben könnte. Es würde mich auch deshalb, weil in",[],[],[],[]
"jüngster Zeit ein Handelsangestellten Tag stattgefunden hat, interessieren,",[],[],[],[]
"wie die Propaganda in diesen Kreisen gewachsen ist, oder ob wir",[],[],[],[]
vielleicht unter der Arbeiterschaft irgendwelche Fortschritte gemacht,[],['Arbeiterschaft'],[],[]
"haben, was vielleicht dem Herrn Referenten ebenfalls bekannt ist.",[],[],[],[]
Ueberhaupt habe ich im diesjährigen Berichte etwas schmerzlich,[],[],['Ueberhaupt'],[]
"vermisst, was mich im vorjährigen Berichte sehr erfreut hat. Ich habe",[],[],[],[]
"viel zu wenig Daten gehört und würde bitten, dass im nächsten Jahre",[],[],[],[]
zum alten Usus zurückgekehrt werde.,[],[],[],[]
"Ich hoffe, dass diese Anregung genügen wird, um schon im",[],[],[],[]
nächsten Jahre die nöthigen Details vorzulegen.,[],[],[],[]
"Ferner hätte ich gerne erfahren, welche Erfahrungen das Wiener",[],[],[],[]
"Actions-Comité mit der Centralisation, resp. Decentralisation der Be¬",[],[],['Actions-Comité'],[]
wegung gemacht hat. Wir haben zwar,[],[],['wegung'],[]
"ein Anzeichen dafür, was für",[],[],[],[]
"Erfahrungen die Herren gemacht haben, da ja ein neuer Organisations¬",[],[],[],[]
59,[],[],[],[]
entwurf vorgelegt wurde. Es wäre aber belehrend und richtunggebend,[],[],[],[]
"wenn das Actions-Comité genau erklärt hätte, in welcher",[],[],[],[]
"gewesen,",[],[],[],[]
"Weise es zu centralisieren, resp. zu decentralisieren gedenke. Ich hoffe,",[],[],[],[]
der Herr Referent wird uns auch hierauf eine Antwort ertheilen.,['Herr Referent'],[],[],[]
Bereits Herr Dr. Menzel hat uns über das Verhalten einer,['Herr Dr. Menzel'],[],['Herr Dr. Menzel'],[]
einzelnen Organisation zum Central-Comité Mittheilungen gemacht. Ich,[],[],[],[]
"glaube, dass es entschieden vom Herrn Referenten ein übergrosses",[],[],[],[]
"Entgegenkommen für gewisse Vorkommnisse gewesen ist, wenn er",[],[],[],[]
darüber ganz einfach hinweggegangen ist und nichts davon gesagt hat.,[],[],[],[]
"Speciell wir österreichischen Zionisten haben, wie schon Herr Doctor",['Herr Doctor'],[],[],[]
"Menzel erklärt hat, davon soviel Verdruss, Zorn und Schaden gehabt,","['Menzel', 'Zorn']",[],['Menzel'],[]
"dass es eigentlich sehr gut gewesen wäre, wenn das Central-Comité",[],[],[],[]
durch den Referenten uns die Sachlage ganz präcis dargelegt hätte und,[],[],[],[]
"zwar nicht für mich, nicht für die Herren aus Oesterreich, sondern für",[],['Oesterreich'],[],[]
"die Delegierten aus den übrigen Ländern, damit sie sich ein Bild davon",[],[],[],[]
"machen, in welcher Weise gegen uns und unsere Vertretung gekämpft",[],[],[],[]
"wird und was man den anderen einzureden versucht. Ich meine nicht,",[],[],[],[]
"dass das Actions-Comité es nöthig gehabt hätte, sich gegen alle An¬",[],[],[],[]
"griffe, die von gewisser Seite erhoben wurden, zu vertheidigen, aber",[],[],[],[]
"ein ganz kurzes nettes Bild des thatsächlichen Zustandes hätte genügt,",[],[],[],[]
um den Congress aufzuklären und uns von dieser Landplage zu be¬,[],[],[],[]
freien. (Lebhafter Beifall.),[],[],['freien.'],[]
Noch eines hätte ich gerne vom Herrn Architekten Marmorek,['Herrn Architekten Marmorek'],[],[],[]
"erfahren und das ist, ob das Actions-Comité in irgendwelche Ver¬",[],[],[],[]
bindung mit den Colonisations-Gesellschaften getreten ist und welches die,[],[],[],[]
Folgen dieser Verbindung waren.,['Folgen'],[],[],[]
"Ich weiss sehr gut, dass der Colonisations-Ausschuss einen Bericht",[],[],[],[]
vorlegen wird.,[],[],[],[]
wenn es geschäftsordnungs¬,[],[],[],[]
"nota bene,",[],[],[],[]
Ich würde aber bitten —,[],[],[],[]
dass uns eine,[],[],[],[]
"mässig zulässig ist, was ich nicht weiss, aber hoffe",[],[],[],[]
"Mittheilung gemacht werde darüber, ob wir wirklich ein Congress",[],[],[],[]
"politischer Zionisten sind und ob es weiter statthaft ist, dass diejenigen",[],[],[],[]
"Zionisten, welche die kleine Colonisation betreiben, sich als politische",[],[],[],[]
"Zionisten declarieren. Es wäre mir sehr wünschenswert, zu wissen, wie",[],[],[],[]
das Actions-Comité darüber denkt.,[],[],[],[]
Ueber den Cassabericht werde ich nicht sprechen. Ich hätte jedoch,[],[],[],[]
"geblieben wäre, welcher im vorigen",[],[],[],[]
"gewünscht, dass es bei dem Modus",[],[],[],[]
"Jahre eingeführt wurde, dass man nämlich den allgemeinen Theil des",[],[],[],[]
"Finanzberichtes dem Congresse, die Details aber den Vertrauensmännern",[],['Finanzberichtes'],[],[]
